Respondent,Hobby,OpenSource,Student,Employment,FormalEducation,UndergradMajor,CompanySize,YearsCoding,YearsCodingProf,JobSatisfaction,ConvertedSalary,NumberMonitors,CheckInCode,WakeTime,HoursComputer,HoursOutside,SkipMeals,Exercise,Age
7345,Yes,No,No,Employed full-time,Md,Cd,8,6,6,3,135000,2,5,3,3,1,0,0,5
7346,Yes,No,No,Employed full-time,Bd,In,8,7,7,2,151000,1,5,3,2,2,0,2,4
7347,Yes,Yes,No,Employed full-time,Bd,In,3,2,1,2,135900,1,5,3,3,1,0,0,3
7348,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,4,3,1,3,70000,2,5,3,3,0,1,1,2
7349,Yes,No,No,Employed full-time,Bd,In,7,3,3,2,74000,2,3,4,3,1,0,2,3
7350,Yes,Yes,"Yes, full-time",Employed part-time,Nd,Cd,8,3,1,2,87000,1,4,6,2,1,1,3,2
7351,Yes,Yes,No,Employed full-time,Nd,Hu,4,9,8,3,2.00E+05,2,5,5,4,1,1,0,5
7352,Yes,Yes,No,Employed full-time,Bd,Bu,4,2,2,3,85000,1,5,5,2,1,1,0,3
7353,Yes,No,No,Employed full-time,Md,Cd,3,7,7,2,220000,3,5,2,4,0,0,0,
7354,Yes,No,No,Employed full-time,Md,Cd,8,9,6,2,180000,2,5,6,3,2,0,3,4
7355,Yes,No,No,Employed full-time,Bd,In,6,2,1,2,64000,2,3,3,2,2,0,2,3
7356,Yes,Yes,No,Employed full-time,Bd,Cd,2,2,2,2,2.00E+06,2,5,4,2,0,0,0,3
7357,Yes,No,No,Employed full-time,Md,Cd,8,4,4,2,150000,2,5,3,3,2,0,2,3
7358,No,Yes,No,Employed full-time,Bd,,8,8,7,2,128000,2,2,3,3,2,2,0,4
7359,Yes,No,No,Employed full-time,Bd,Cd,8,11,11,2,2.00E+06,3,5,1,3,1,1,3,7
7360,Yes,Yes,No,Employed full-time,Bd,In,3,3,2,3,95000,3,5,4,4,0,0,1,3
7361,Yes,No,"Yes, full-time",Employed full-time,Bd,Cd,4,3,3,2,98500,2,5,4,4,0,1,1,3
7362,Yes,Yes,No,Employed full-time,Nd,Cd,3,3,1,3,50000,4,3,3,3,0,2,,2
7363,Yes,No,No,Employed full-time,Bd,Ae,3,2,2,3,110000,1,4,4,4,0,0,0,3
7364,Yes,Yes,No,Employed full-time,Md,Ss,4,4,2,1,150000,2,3,3,3,1,0,3,3
7365,Yes,Yes,No,Employed full-time,Md,Cd,5,3,1,-1,136000,1,5,6,3,2,0,3,2
7366,Yes,Yes,"Yes, full-time",Employed part-time,Sd,,8,1,1,-3,,1,0,7,1,3,1,3,
7367,Yes,Yes,No,Employed full-time,Bd,Bu,7,5,5,-1,169000,2,5,3,3,2,1,3,4
7368,Yes,No,No,Employed full-time,Bd,Cd,8,7,7,1,147500,3,5,2,3,1,1,0,4
7369,Yes,No,No,Employed full-time,Bd,Ma,5,5,4,-3,185000,3,5,3,2,0,0,0,4
7370,Yes,Yes,No,Employed full-time,Bd,Ns,5,3,2,-2,105000,2,5,3,2,2,0,2,3
7371,Yes,Yes,No,Employed full-time,Bd,Cd,7,4,1,1,110000,2,3,5,4,0,0,2,2
7372,Yes,Yes,No,Employed full-time,Bd,Ss,8,7,7,3,118993,1,3,1,2,2,0,3,5
7373,Yes,Yes,No,Employed full-time,Bd,Hu,3,2,1,2,92000,3,4,4,3,2,1,1,3
7374,Yes,No,No,Employed full-time,Bd,In,4,2,1,0,,2,5,2,2,1,0,2,3
7375,Yes,Yes,No,Employed full-time,Nd,No,4,5,4,0,295000,,,,,,,,
7376,Yes,Yes,No,Employed full-time,Md,Ae,6,4,4,2,97000,3,5,2,3,1,0,2,3
7377,Yes,No,No,Employed full-time,Bd,Ae,8,4,2,2,83000,3,5,3,3,1,0,0,3
7378,No,No,No,Employed full-time,Bd,Cd,6,4,4,0,130000,2,2,2,3,1,0,3,4
7379,No,Yes,No,Employed full-time,Odd,Ns,4,3,2,2,110000,2,4,4,2,0,0,1,3
7380,Yes,Yes,No,Employed full-time,Bd,Hs,2,11,11,2,80000,2,3,3,4,0,0,1,6
7381,Yes,Yes,No,Employed full-time,Md,Ns,8,2,2,2,83000,2,5,6,4,0,3,1,3
7382,Yes,Yes,No,Employed full-time,Ad,We,5,6,6,2,91000,2,5,3,3,2,1,0,3
7383,No,Yes,No,Employed full-time,,,4,3,2,1,123000,2,5,4,2,2,0,2,3
7384,Yes,No,No,Employed full-time,Md,Ns,4,3,2,2,82000,2,1,2,3,1,1,2,3
7385,Yes,Yes,No,Employed full-time,Bd,Cd,4,3,1,3,120000,3,5,3,3,2,0,3,2
7386,No,No,No,Employed full-time,Md,Cd,3,5,4,-2,102000,1,3,3,3,1,0,1,
7387,Yes,Yes,No,Employed full-time,Md,Cd,6,6,5,-1,130000,2,5,4,3,1,0,0,3
7388,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Cd,5,7,5,3,86500,1,5,3,2,1,0,3,4
7389,No,No,No,Employed full-time,Bd,We,8,3,2,0,78000,3,5,2,2,1,0,0,2
7390,Yes,No,No,Employed full-time,Bd,Cd,3,2,1,2,70000,4,5,4,3,1,1,3,2
7391,No,Yes,No,Employed full-time,Bd,Ns,3,3,3,3,136000,1,5,3,2,2,1,3,3
7392,Yes,No,No,Employed full-time,Md,Cd,4,6,6,3,120000,3,5,2,3,1,0,0,4
7393,Yes,No,No,Employed full-time,Bd,Cd,6,8,7,2,125000,3,5,2,3,1,3,0,4
7394,Yes,No,"Yes, part-time",Employed full-time,Nd,Cd,5,2,1,1,102000,2,5,6,4,0,0,0,2
7395,Yes,No,No,Employed full-time,Bd,Cd,4,3,3,3,117500,3,3,3,2,1,0,0,3
7396,No,Yes,No,Employed full-time,Md,Cd,6,8,6,2,1320000,3,5,4,2,0,1,0,4
7397,Yes,No,No,Employed full-time,Bd,Cd,4,5,3,2,85000,4,5,5,3,0,1,1,3
7398,No,Yes,No,Employed full-time,Md,,3,8,4,-3,140000,3,4,3,2,1,1,1,4
7399,No,No,No,Employed full-time,Bd,Cd,8,3,1,3,96600,2,3,3,2,1,0,0,2
7400,Yes,Yes,No,Employed full-time,Bd,Ss,2,6,1,2,75000,1,5,3,3,2,0,3,3
7401,No,No,No,Employed full-time,Bd,Cd,4,7,5,2,140000,3,5,4,3,1,0,0,4
7402,Yes,No,No,Employed full-time,Bd,Ma,8,1,1,1,73000,2,2,4,2,1,0,3,3
7403,Yes,No,No,Employed full-time,Bd,Cd,8,3,2,3,105000,3,4,6,3,2,2,3,2
7404,No,No,No,Employed full-time,Bd,Cd,6,6,6,-2,1.00E+05,2,4,3,2,2,0,2,5
7405,Yes,Yes,No,Employed full-time,Bd,Ae,3,9,9,2,193000,2,5,3,2,1,0,2,5
7406,Yes,Yes,"Yes, full-time",Employed full-time,Nd,In,8,2,1,3,112500,2,5,4,3,1,1,3,2
7407,Yes,Yes,No,Employed full-time,Md,Ss,4,3,2,1,110000,2,3,4,2,1,0,1,3
7408,Yes,No,No,Employed full-time,Bd,We,3,3,2,3,130000,2,5,3,3,1,0,2,3
7409,Yes,No,No,Employed full-time,Nd,Cd,8,3,3,3,350000,2,5,3,3,2,0,1,3
7410,Yes,Yes,No,Employed full-time,Md,In,1,7,3,-1,115000,2,5,3,2,0,1,2,4
7411,Yes,Yes,No,Employed full-time,Md,Ae,3,6,6,-3,80900,2,5,3,3,2,1,2,4
7412,No,No,"Yes, full-time",Employed part-time,Md,Ar,1,4,2,-1,1.00E+05,1,2,3,3,2,2,1,3
7413,Yes,Yes,No,Employed full-time,Md,Ar,6,3,3,-2,55000,2,4,3,2,1,0,1,4
7414,Yes,No,No,Employed full-time,Bd,Bu,4,2,2,-3,55625,2,3,4,2,0,1,0,3
7415,No,No,No,Employed full-time,Bd,Cd,3,4,2,2,85000,2,4,3,2,2,1,2,3
7416,Yes,Yes,No,Employed full-time,Bd,Cd,3,4,2,2,75000,2,5,2,3,1,0,2,2
7417,Yes,No,No,Employed full-time,Md,Cd,6,2,2,3,142000,1,5,4,3,2,0,1,3
7418,No,No,No,Employed full-time,Bd,Cd,3,2,1,2,90000,2,5,5,3,1,1,1,2
7419,Yes,Yes,No,Employed full-time,Bd,Cd,4,6,4,3,120000,3,5,6,2,2,1,2,3
7420,Yes,Yes,No,Employed full-time,Nd,Cd,3,3,2,3,74000,5,5,4,3,0,0,0,3
7421,Yes,Yes,No,Employed full-time,Sd,,3,6,5,3,,3,3,4,2,2,0,0,3
7422,Yes,Yes,No,Employed full-time,Nd,Cd,4,4,2,2,75000,4,,2,2,1,1,0,4
7423,Yes,Yes,No,Employed full-time,Bd,In,8,2,2,1,66400,2,5,4,3,1,0,1,2
7424,Yes,Yes,No,Employed full-time,Md,,3,2,1,2,94000,2,5,3,3,1,0,2,3
7425,Yes,No,No,Employed full-time,Bd,Cd,8,3,2,1,85000,3,5,3,4,,1,1,3
7426,No,No,No,Employed full-time,Bd,Bu,1,2,2,-2,74000,2,3,3,3,0,0,2,3
7427,Yes,Yes,No,Employed full-time,Nd,Cd,1,2,1,2,20400,1,5,4,3,1,0,2,2
7428,Yes,Yes,No,Employed full-time,Bd,Ae,1,2,2,1,960000,2,4,3,3,1,0,2,3
7429,Yes,No,No,Employed full-time,Bd,Cd,8,3,2,3,60000,4,5,4,4,0,2,0,2
7430,Yes,No,No,Employed full-time,Md,Ma,6,2,2,2,115000,2,3,5,3,2,0,3,3
7431,Yes,No,No,Employed full-time,Md,Cd,6,3,2,2,2.00E+06,1,4,4,2,2,1,1,3
7432,Yes,No,No,Employed full-time,Nd,Cd,3,11,9,3,109000,2,4,3,4,0,1,0,5
7433,Yes,No,No,Employed full-time,Bd,Cd,3,3,1,-2,1260204,2,5,2,3,2,0,1,2
7434,No,Yes,No,Employed full-time,Bd,Ae,2,5,5,2,125000,1,5,4,2,0,1,2,
7435,Yes,Yes,No,Employed full-time,Nd,In,6,4,3,2,143000,2,4,5,3,2,0,1,3
7436,Yes,No,No,Employed full-time,Bd,Cd,3,5,1,-3,75000,2,5,4,4,0,0,0,2
7437,Yes,No,No,Employed full-time,Ad,In,3,4,4,3,105000,4,5,3,2,0,0,0,3
7438,Yes,Yes,No,Employed full-time,Bd,Cd,4,5,4,3,117500,3,5,5,3,2,1,0,4
7439,Yes,Yes,No,Employed full-time,Bd,,4,4,3,3,110000,1,3,4,3,1,0,1,3
7440,Yes,No,No,Employed full-time,Nd,Ss,4,2,1,1,68000,1,5,4,2,1,0,2,3
7441,Yes,No,No,Employed full-time,Ad,,2,1,1,2,47000,2,5,2,2,1,0,2,3
7442,Yes,No,No,Employed full-time,Bd,In,5,6,6,3,80000,2,5,2,3,2,0,1,5
7443,Yes,No,No,Employed full-time,Md,,6,11,10,2,95000,2,3,2,3,1,0,2,5
7444,Yes,Yes,No,Employed full-time,Bd,Cd,4,3,1,-2,70000,1,3,3,3,1,1,0,2
7445,Yes,No,No,Employed full-time,Bd,Ns,3,2,1,3,86000,1,5,3,2,2,0,2,3
7446,Yes,No,No,Employed full-time,Md,Ns,8,2,2,2,,1,3,4,3,3,1,1,3
7447,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Cd,7,6,5,-2,115000,2,2,2,3,2,0,3,4
7448,Yes,Yes,No,Employed full-time,Bd,Ar,7,5,5,2,108000,2,5,3,3,1,0,1,4
7449,Yes,No,No,Employed full-time,Md,Ma,7,4,3,3,99000,2,4,4,3,1,0,1,3
7450,Yes,Yes,No,Employed full-time,Nd,Cd,7,5,4,1,110000,2,5,4,4,0,1,0,3
7451,Yes,Yes,No,Employed full-time,Md,,6,3,3,3,83000,2,5,4,3,3,0,1,3
7452,Yes,Yes,No,Employed full-time,Bd,Ss,1,5,4,3,105000,2,5,4,3,0,1,1,4
7453,Yes,No,No,Employed full-time,Md,Cd,3,11,11,-2,1.00E+05,1,5,4,3,1,0,0,5
7454,Yes,Yes,No,Employed full-time,Sd,,3,7,5,2,90000,3,5,3,4,0,0,0,4
7455,Yes,No,No,Employed part-time,Bd,Cd,7,2,1,2,,4,2,5,2,1,0,2,2
7456,Yes,No,No,Employed full-time,Bd,Cd,4,2,1,3,70000,3,5,4,3,1,0,0,2
7457,No,No,No,Employed full-time,Bd,Hu,4,2,2,3,110000,2,5,3,3,0,1,2,3
7458,Yes,No,No,Employed full-time,Bd,Hu,8,4,4,2,95000,2,5,5,2,2,0,2,3
7459,Yes,No,No,Employed full-time,Nd,Cd,5,7,6,0,88000,2,2,4,3,1,1,2,4
7460,Yes,Yes,No,Employed full-time,Bd,Ae,3,4,2,2,67000,2,5,3,3,1,0,0,3
7461,No,No,No,Employed full-time,Bd,Cd,6,9,7,1,93000,2,5,3,2,1,0,2,4
7462,Yes,No,No,Employed full-time,Bd,Hu,4,9,7,-3,87000,1,3,3,3,2,0,0,4
7463,Yes,No,No,Employed full-time,Md,Hu,4,3,2,1,87000,2,5,2,2,1,0,2,3
7464,Yes,Yes,No,Employed full-time,Md,Cd,3,5,4,2,110000,2,5,3,3,1,0,0,4
7465,Yes,No,"Yes, part-time",Employed full-time,Bd,Ss,7,1,,,55000,,,,,,,,
7466,Yes,No,"Yes, full-time",Employed part-time,Bd,Cd,2,1,1,2,8400,,,,,,,,
7467,Yes,Yes,No,Employed full-time,Ad,Cd,4,7,5,3,130000,3,5,4,2,2,3,2,3
7468,Yes,Yes,No,Employed full-time,Bd,Cd,7,4,1,2,,1,3,4,3,1,1,0,2
7469,No,No,,Employed full-time,Nd,Cd,8,5,5,2,47000,2,,2,2,1,0,2,5
7470,Yes,Yes,No,Employed full-time,Bd,We,4,3,3,2,83000,2,5,3,3,1,2,1,3
7471,Yes,Yes,No,Employed full-time,Nd,We,4,7,6,2,150000,4,5,3,3,3,1,3,4
7472,Yes,Yes,No,Employed full-time,Md,Cd,8,4,2,2,76000,4,5,3,3,2,3,0,3
7473,Yes,No,No,Employed full-time,Bd,Cd,6,6,4,1,118000,3,3,3,3,1,1,0,3
7474,Yes,No,No,Employed full-time,Md,Ar,8,6,3,-2,70000,3,5,3,2,1,0,0,4
7475,Yes,Yes,No,Employed full-time,Nd,Cd,1,2,1,3,48000,1,5,4,2,1,2,2,2
7476,No,No,No,Employed full-time,Bd,Ma,4,5,5,2,,2,3,3,2,1,0,0,4
7477,Yes,Yes,No,Employed full-time,Bd,Ae,3,4,4,2,126000,2,5,3,2,0,0,0,4
7478,Yes,Yes,No,Employed full-time,Nd,We,2,7,4,2,90000,2,5,3,3,0,0,0,3
7479,No,No,No,Employed full-time,Bd,,2,4,3,2,75000,2,3,4,3,1,0,0,3
7480,Yes,Yes,No,Employed full-time,Md,Cd,3,2,1,1,87500,2,5,5,2,1,0,0,3
7481,Yes,No,No,Employed full-time,Bd,Hu,5,3,3,2,108000,3,3,5,3,1,0,0,3
7482,Yes,Yes,No,Employed full-time,Pd,,3,2,1,2,30000,1,5,,,,,,
7483,Yes,Yes,"Yes, full-time",Employed full-time,Md,Ss,6,3,2,2,64000,2,3,2,3,3,3,0,3
7484,Yes,No,No,Employed full-time,Bd,Cd,8,4,2,2,122000,5,5,4,3,0,0,2,3
7485,Yes,Yes,No,Employed full-time,Bd,Cd,5,3,2,2,105000,3,5,5,4,2,0,0,3
7486,Yes,No,No,Employed full-time,Ad,Ae,4,8,5,2,82000,4,5,2,2,0,1,2,6
7487,Yes,Yes,No,Employed full-time,Bd,Ns,6,11,11,3,140000,3,5,0,2,2,0,3,6
7488,Yes,No,No,Employed full-time,Md,We,7,8,6,2,97000,2,5,2,2,2,0,3,4
7489,Yes,No,No,Employed full-time,Bd,Ss,1,2,2,2,52000,1,5,4,2,1,0,2,2
7490,Yes,No,No,Employed full-time,Md,,4,8,6,3,139000,2,5,3,2,2,0,0,5
7491,No,No,No,Employed full-time,Nd,We,1,1,1,0,34496,2,5,5,2,0,2,0,2
7492,Yes,Yes,No,Employed full-time,Md,Ar,2,4,2,2,135000,2,3,2,3,2,1,2,4
7493,Yes,No,No,Employed full-time,Odd,Ma,2,8,3,3,65000,1,4,3,3,1,0,3,3
7494,Yes,No,No,Employed full-time,Prd,Ns,1,9,3,3,75000,1,5,3,3,1,0,1,4
7495,Yes,Yes,"Yes, full-time",Employed part-time,Ad,Cd,3,2,1,3,17500,1,5,0,3,2,0,2,3
7496,Yes,Yes,"Yes, part-time",Employed part-time,Nd,Cd,5,4,,,108000,1,5,5,2,2,0,1,2
7497,Yes,No,No,Employed full-time,Md,Cd,4,6,5,3,120000,2,4,2,3,2,0,2,4
7498,Yes,Yes,"Yes, part-time",Employed full-time,Bd,Ar,8,7,2,2,105000,2,5,4,4,0,0,0,3
7499,Yes,Yes,No,Employed full-time,Bd,Cd,4,3,2,1,120000,2,5,4,2,2,0,1,3
7500,Yes,Yes,No,Employed full-time,Bd,Cd,6,5,4,3,120000,3,5,4,2,2,0,3,3
7501,Yes,Yes,No,Employed full-time,Md,Cd,3,8,8,3,245000,2,5,3,3,1,0,2,4
7502,Yes,No,No,Employed full-time,Bd,Cd,3,5,4,0,80000,3,3,4,2,2,2,1,2
7503,Yes,No,No,Employed full-time,Bd,Ae,8,4,4,2,96500,2,5,3,3,1,1,1,3
7504,Yes,Yes,No,Employed full-time,Bd,Cd,4,4,3,-2,80000,2,5,4,3,0,0,0,3
7505,Yes,Yes,No,Employed full-time,Bd,Cd,8,4,1,-1,94000,2,3,4,4,0,0,1,2
7506,Yes,Yes,No,Employed full-time,Bd,Cd,1,3,2,3,60000,2,5,4,3,1,0,3,3
7507,Yes,No,No,Employed full-time,Bd,Cd,6,7,5,2,,3,5,,,,,,
7508,Yes,Yes,No,Employed full-time,Bd,Cd,8,4,2,-3,190000,2,2,4,2,1,0,0,3
7509,Yes,No,No,Employed full-time,Bd,Cd,5,3,2,-2,60000,2,5,3,3,1,0,0,3
7510,Yes,No,No,Employed full-time,Md,Cd,8,3,2,2,1.00E+05,2,5,3,2,1,0,2,3
7511,Yes,Yes,"Yes, part-time",Employed full-time,Nd,Cd,6,5,4,3,112000,2,4,3,3,0,0,0,3
7512,Yes,No,No,Employed full-time,Bd,In,6,4,4,3,105000,4,5,1,3,2,0,1,3
7513,Yes,Yes,No,Employed full-time,Bd,Cd,6,2,1,3,70000,2,5,3,3,0,0,2,2
7514,Yes,Yes,No,Employed full-time,Bd,Cd,1,6,6,-1,130000,2,5,1,3,2,3,2,4
7515,Yes,Yes,No,Employed full-time,Ad,Cd,6,7,6,3,127000,3,5,2,3,1,0,2,4
7516,No,Yes,No,Employed full-time,Bd,Cd,8,3,3,2,90000,2,3,5,3,2,3,1,3
7517,Yes,Yes,No,Employed full-time,Bd,Cd,8,7,7,3,210000,1,3,2,3,2,0,3,4
7518,No,No,No,Employed full-time,Bd,Cd,6,2,1,2,86000,3,5,4,3,0,1,2,2
7519,Yes,No,No,Employed full-time,Odd,Ns,6,3,2,2,150000,1,3,3,2,1,0,1,4
7520,Yes,Yes,No,Employed full-time,Bd,Cd,2,7,7,0,1.00E+05,1,5,3,2,2,3,1,5
7521,Yes,No,No,Employed full-time,Bd,Cd,3,5,4,2,85000,,,,,,,,
7522,Yes,No,No,Employed full-time,Bd,Ns,5,8,8,2,138000,1,2,3,3,2,1,1,4
7523,Yes,Yes,No,Employed full-time,Nd,Cd,3,6,6,-3,110000,2,5,3,3,2,0,2,5
7524,Yes,No,No,Employed full-time,Bd,Ns,3,2,1,2,50000,3,3,4,4,0,1,2,3
7525,Yes,Yes,No,Employed full-time,Bd,Cd,3,3,2,1,1.00E+05,3,5,2,3,2,1,2,3
7526,Yes,No,No,Employed full-time,Md,Ae,3,8,8,-2,170000,2,3,3,3,0,3,0,5
7527,Yes,Yes,No,Employed full-time,Md,Cd,2,6,2,3,120000,2,5,5,3,2,1,0,3
7528,Yes,No,No,Employed full-time,Bd,Cd,4,6,4,2,102000,3,5,3,2,1,0,2,3
7529,Yes,Yes,No,Employed full-time,Bd,Cd,3,7,3,2,122000,2,5,5,3,1,0,0,3
7530,Yes,No,No,Employed full-time,Bd,Cd,3,5,4,2,115000,2,4,5,3,0,0,2,3
7531,No,Yes,"Yes, full-time",Employed part-time,Md,Ns,8,2,2,2,2.00E+06,2,3,4,2,1,1,1,3
7532,Yes,No,No,Employed full-time,Bd,Cd,6,3,1,1,58000,3,1,3,3,2,0,0,3
7533,Yes,Yes,"Yes, part-time",Employed full-time,Nd,Cd,1,3,2,2,80000,2,5,4,3,1,1,0,2
7534,Yes,No,No,Employed full-time,Bd,Ar,4,2,1,3,88000,2,5,2,2,0,0,2,3
7535,Yes,Yes,No,Employed full-time,Bd,Bu,4,7,7,-3,150000,3,4,4,3,1,0,1,4
7536,Yes,No,No,Employed full-time,Odd,Cd,4,11,11,2,90000,4,5,4,2,1,0,2,5
7537,Yes,No,No,Employed full-time,Bd,Cd,8,2,1,3,75000,1,5,4,3,0,1,2,2
7538,Yes,No,No,Employed full-time,Bd,In,6,4,1,2,62400,2,5,3,2,0,0,0,2
7539,Yes,Yes,No,Employed full-time,Bd,Cd,8,8,7,2,148200,2,3,2,2,2,0,2,4
7540,Yes,Yes,No,Employed full-time,Bd,Ar,4,7,6,2,190000,3,5,2,3,2,0,3,4
7541,Yes,Yes,No,Employed full-time,Md,Ns,3,7,7,3,275000,1,5,4,3,2,0,1,4
7542,No,No,"Yes, full-time",Employed part-time,Nd,Ae,6,2,1,3,25000,2,5,3,2,1,3,1,2
7543,Yes,Yes,No,Employed full-time,Bd,Ma,3,2,1,-2,95000,1,5,4,3,4,0,2,2
7544,Yes,No,"Yes, full-time",Employed full-time,Bd,Ns,1,2,2,3,33000,1,3,6,3,1,1,1,2
7545,Yes,Yes,No,Employed full-time,Bd,Ns,4,4,2,-2,85000,3,5,4,3,1,0,2,3
7546,No,No,No,Employed full-time,Bd,Cd,3,5,4,2,130000,3,5,4,3,1,0,3,3
7547,Yes,Yes,No,Employed full-time,Bd,Ma,2,2,2,-1,87000,2,4,5,2,2,0,1,3
7548,Yes,Yes,No,Employed full-time,Ad,Cd,4,2,1,2,23000,2,1,3,3,1,1,3,3
7549,No,Yes,No,Employed full-time,,,4,3,2,3,129000,2,5,4,3,1,0,2,3
7550,Yes,Yes,No,Employed full-time,Ad,Ar,8,8,8,2,138760,4,5,2,3,1,0,1,4
7551,Yes,No,No,Employed full-time,Bd,Cd,3,9,5,2,83000,2,5,4,4,1,1,1,4
7552,No,No,No,Employed full-time,Bd,Cd,8,2,1,2,94000,2,2,4,2,1,0,2,3
7553,No,No,No,Employed full-time,Bd,,2,3,2,3,114800,1,3,0,2,2,0,2,3
7554,Yes,No,No,Employed full-time,Bd,Cd,8,4,2,1,85000,1,5,4,3,0,0,0,3
7555,Yes,Yes,No,Employed full-time,Ad,We,2,4,3,3,50000,3,5,3,4,0,0,1,3
7556,No,Yes,No,Employed full-time,Bd,Cd,8,8,6,2,90000,2,5,3,3,1,0,0,4
7557,Yes,No,No,Employed full-time,Odd,Cd,6,9,6,2,162000,2,3,4,2,1,1,2,4
7558,Yes,No,No,Employed full-time,Nd,Cd,4,1,1,2,65000,2,5,5,3,0,0,2,2
7559,Yes,No,No,Employed full-time,Bd,Cd,2,8,7,3,94000,2,3,3,3,0,0,0,4
7560,No,No,No,Employed full-time,Md,Cd,3,4,2,2,65000,1,5,4,3,1,0,3,3
7561,No,No,No,Employed full-time,Md,Ae,5,7,5,3,114000,2,5,3,2,0,0,2,4
7562,No,No,No,Employed full-time,Bd,Cd,4,3,1,2,120000,2,5,4,3,1,0,3,2
7563,Yes,Yes,No,Employed full-time,Bd,Bu,2,2,2,3,120000,5,5,3,4,2,1,2,3
7564,Yes,No,No,Employed full-time,Bd,Cd,8,5,4,-1,110000,3,5,3,3,2,0,3,3
7565,Yes,No,"Yes, part-time",Employed full-time,Bd,Cd,2,6,4,3,76000,2,3,5,3,0,0,0,3
7566,Yes,No,No,Employed full-time,Bd,,7,8,7,3,110000,3,3,4,2,0,1,0,4
7567,Yes,Yes,No,Employed full-time,Md,Cd,5,4,2,1,88000,2,3,4,2,0,0,0,3
7568,Yes,No,No,Employed full-time,Md,Cd,1,11,10,2,160000,3,5,1,3,2,0,3,5
7569,Yes,No,No,Employed part-time,Bd,Cd,3,3,1,2,25000,2,0,5,3,0,0,0,2
7570,Yes,No,No,Employed full-time,Bd,Ae,8,9,9,3,126000,3,5,2,2,1,0,2,5
7571,Yes,Yes,No,Employed full-time,Bd,Hu,5,5,2,3,95000,2,5,3,3,0,0,1,3
7572,Yes,Yes,No,Employed full-time,Bd,Cd,7,8,3,0,125000,2,5,4,3,1,2,0,4
7573,Yes,Yes,No,Employed full-time,Nd,Cd,7,11,9,3,197000,2,5,2,2,1,0,0,5
7574,Yes,No,No,Employed full-time,Bd,Ss,7,5,3,3,105000,3,5,5,3,0,1,0,4
7575,Yes,No,No,Employed full-time,Bd,Cd,8,5,4,-2,154000,2,5,4,4,1,0,1,3
7576,Yes,No,No,Employed full-time,Md,,3,7,6,2,139000,2,5,3,3,0,1,0,4
7577,Yes,No,"Yes, full-time",Employed full-time,Sd,,1,3,1,1,8000,2,2,3,3,2,2,3,2
7578,Yes,No,No,Employed full-time,Bd,Cd,8,11,11,2,145000,3,5,1,3,1,0,3,6
7579,Yes,No,No,Employed full-time,Bd,Cd,2,7,7,3,110000,3,5,2,3,0,0,1,4
7580,No,No,No,Employed full-time,Bd,Cd,8,4,3,-2,130000,3,4,5,3,1,1,0,3
7581,No,No,No,Employed full-time,Md,Ss,4,1,1,3,60500,3,5,3,2,0,1,0,3
7582,Yes,No,"Yes, full-time",Employed part-time,Nd,Cd,3,3,2,1,,1,4,6,3,0,1,2,2
7583,No,No,No,Employed full-time,Bd,Cd,7,3,2,0,81000,3,3,4,3,1,1,0,3
7584,Yes,Yes,No,Employed full-time,Bd,Cd,6,6,4,2,165000,2,5,3,3,1,0,2,3
7585,Yes,No,No,Employed full-time,Nd,Ns,6,7,7,3,85000,3,3,3,3,2,3,0,4
7586,No,No,No,Employed full-time,Bd,Cd,4,3,2,2,54000,2,5,3,2,0,0,0,3
7587,Yes,Yes,"Yes, part-time",Employed part-time,Bd,Cd,6,4,5,2,120000,3,5,5,3,2,0,1,3
7588,Yes,Yes,No,Employed full-time,Nd,Bu,4,2,2,-2,92500,3,5,4,3,0,1,0,3
7589,Yes,Yes,No,Employed full-time,Bd,Cd,3,4,3,3,125000,3,5,4,3,2,0,1,3
7590,Yes,No,No,Employed full-time,Bd,Ar,8,3,3,2,90000,3,5,2,2,1,0,1,
7591,Yes,Yes,No,Employed full-time,Bd,In,2,2,2,2,83000,2,5,4,2,0,1,0,4
7592,No,No,No,Employed full-time,Md,Ma,3,3,2,2,66000,4,1,4,3,1,1,2,3
7593,Yes,Yes,No,Employed full-time,Bd,,4,6,3,3,107000,3,5,3,3,2,0,2,3
7594,Yes,No,No,Employed full-time,Ad,In,4,4,4,3,235000,1,5,3,3,2,0,3,
7595,No,No,No,Employed full-time,Bd,In,1,3,2,3,63000,2,1,3,3,0,0,0,3
7596,Yes,No,No,Employed full-time,Bd,Ae,1,1,1,-1,52000,2,5,5,3,1,1,0,3
7597,No,No,No,Employed full-time,Ad,Cd,4,2,2,0,48000,2,5,3,2,0,1,0,3
7598,Yes,Yes,"Yes, part-time",Employed full-time,Sd,,6,3,2,1,32000,3,4,3,3,0,0,0,3
7599,Yes,Yes,No,Employed full-time,Bd,Bu,4,5,2,2,180000,3,5,5,2,2,0,3,2
7600,Yes,No,No,Employed full-time,Nd,Ss,8,6,6,3,112000,3,5,5,3,1,3,2,4
7601,Yes,No,No,Employed full-time,Nd,Cd,8,11,4,3,110000,2,3,5,3,0,0,0,4
7602,Yes,Yes,No,Employed full-time,Bd,In,8,2,1,2,86000,3,4,3,2,2,1,0,4
